Name,Latitude,Longitude,Elevation
Papa Murphy's,39,119,1485
WOW Cafe,30,89,12
Family Eyecare Associates,39,119,1478
Knots & Weaves Decorative Rugs,40,75,176
Chesterbrook Academy Preschool,39,74,43
Marco's Pizza,32,110,976
Avery's Auto Repair,32,110,891
2 Thumbs Up Plumbers & Remodelers,43,116,862
Knights Inn Indianapolis,39,86,207
Music Mountain Theatre,40,74,85
Hummus Fresh,39,119,1506
Erie Nails,40,75,20
Tres Bonne Cuisine,43,116,847
Fourth Ward School Museum,39,119,1902
Wells Fargo Bank,32,111,718
Holiday Inn Express & Suites Indianapolis NW - Zionsville,39,86,284
Trees R Us,39,86,278
Mt Lemmon Cookie Cabin,32,110,2356
Fresh Auto Detailing,36,86,237
Blue Sage Massage & Day Spa,35,86,177
Blue Sun Realty,28,82,43
Audio Video Technologies,32,110,839
The Red Onion,38,89,159
Hong Kong Chinese Restaurant,38,89,142
Newtown Garage Door Company,40,74,90
TK Bar,43,116,910
Bella Rosa Italian Eatery,39,75,150
Dunkin',40,74,73
Silver Spoon Eatery,39,119,1911
Unique Nails and Spa,40,74,71
Chick-fil-A,38,89,146
AMS Transmissions,32,110,874
Burger Me!,39,119,1404
Honeybee Canyon Loop Trail,32,110,889
Pep Boys,30,89,0
Millennium Trailers,39,85,243
Tri-Care Services,28,82,49
Paradise Store & Grill,34,119,319
Thrifty Car Rental,34,119,2
Reno Tahoe Firewood,39,119,1430
Mr Pack Rat,32,110,881
Little Mexico Steakhouse,32,111,767
Saigon Cuisine,53,113,698
Roof Masters and Exteriors,39,85,251
Harpeth River State Park,36,87,174
Dapper Dog Grooming Co.,35,86,180
Ice Castles,53,113,622
Louise Mckinney Riverfront Park,53,113,614
SB Photobooths,34,119,79
Jedlicka's,34,119,61
Ploy Siam,39,74,8
Dedicated Dental Service,32,111,741
Hardee's,36,86,223
A Great Location,32,110,801
Hertz Rent A Car,30,89,1
Forde Ed Service Center,40,75,165
Goodwill Industries of Middle Tennessee,35,86,230
Beach Baby Nannies,34,119,230
Affordable Tire & Wheels,39,119,1461
Ross Dress for Less,39,119,1484
Valeria's Comida Mexicana,32,110,985
A&W Restaurant,36,86,260
Super 8 Reno/University Area,39,119,1409
Lbakery,39,119,1424
Women's Center the-Northwest Medical Center,32,111,713
Riverside Golf Academy,39,86,209
Lube City,53,113,710
Chicago's Pizza McCordsville,39,85,265
Sonora Behavioral Health Hospital,32,111,704
Lockwood Regional Landfill,39,119,1414
El Rincon Mexicano,28,82,39
Red Rock Road Pizza,39,119,1526
Redblock Realty,40,74,75
Barnes & Noble Booksellers,32,110,783
Innovative Implant and Oral Surgery,40,74,83
Subway,39,119,1574
Jef's Cafe,53,113,736
Anytime Fitness,39,119,1581
HauthTeam Jeff & Nancy ,39,119,1793
Leisure Mattress,43,116,877
eegee's,32,110,827
Carvana Reno,39,119,2272
Boarders Inn & Suites by Cobblestone Hotels - Ashland City,36,87,130
Starbucks,53,113,707
Mill Creek Pool,53,113,646
Amethyst Salon,39,119,1421
The Nail Loft,35,86,181
Re/max Field,53,113,623
Streets of India,53,113,714
"David LaPatka, MD, FACS",34,119,58
DIRECTV,43,116,897
Panther Self Storage,39,119,1540
Plunge Pool Bar & Restaurant,32,111,825
Nick's Pizzaria and Wings,27,82,45
Phase 4 Contracting,40,75,145
Casale,39,75,109
Chili's,32,111,750
Radiant Auto Detailing - Mobile,32,110,854
Glitter & Polish Nail Spa,40,75,170
Old Timers Cabin,53,113,640
Wilmot Shell,32,110,841
The Buckle,39,119,1395
Lux Nail Spa,38,89,164
Williamson County Recreation Center,35,86,183
South Tahoe Airporter,39,119,1483
CORE Kitchen & Wine Bar,32,111,866
Saguaro Buttes,32,110,892
Scolari's Food & Drug Company,39,119,1433
Terwillegar Park,53,113,629
O'Reilly Auto Parts,32,110,910
Olympika Bar & Grill,38,89,155
Camino Verde Pet Resort,32,111,756
Carollo鈥檚 Family Restaurant & Pizza,39,74,47
Orchard Park Animal Hospital,36,86,272
Verizon Authorized Retailer - GoWireless,32,111,754
"Justina Pham, DDS",34,119,72
Action Tree Care,34,119,100
Cottage Grooming,39,119,1566
Starbucks,31,110,888
Fifty Flowers,43,116,867
Copper Canyon Mexico Specialists,32,110,855
Mister Car Wash,32,110,813
Big Al's Seafood Market & Grill,29,90,5
Divine Blinds Shutters & More,39,119,1438
Organnons,40,74,111
Leo's Real Mexican Food,32,111,744
Sierra Christmas Lights,39,119,1534
AZ Best Block,32,111,643
Chuy's Mesquite Broiler,32,110,906
J-Dogs Catering & Amusement,39,74,55
Sherwood Honda,53,113,690
Boise Hot Air Company,43,116,870
Best Western Plus Boomtown Casino Hotel,39,119,1486
Baskin-Robbins,39,119,1468
Posh Lash Lounge,53,113,713
Eco Lawn and Garden,34,119,103
Freestyle Martial Arts,39,119,1402
Big Papa's,32,111,804
Sawmill,53,113,719
Sushi Shack,43,116,1162
John Seigenthaler Pedestrian Bridge,36,86,122
Saigon Nails Spa,31,110,857
Tijuana Tacos,40,75,136
Santa Barbara Classic Weddings,34,119,201
Dunn Healthcare Center,36,86,214
Baldpate Mountain,40,74,154
Peter Nappi,36,86,120
Labcorp,32,110,846
Quality Inn Near Reno-Sparks Convention Center,39,119,1517
Sierra Nevada skateboards,34,119,220
Rosalia鈥檚 Pizza,38,89,153
FedEx Office Print & Ship Center,32,111,829
Aradia Fitness,39,119,1564
Nelson J. Greer Painting Contractors,53,113,702
Anytime Fitness,35,86,188
McDonald's,32,111,766
Bandana's Bar-B Q,38,90,119
Voodoo Blues,43,116,859
The Overlook at Pusch Ridge,35,86,194
Chariot Pizza,40,74,95
Whole Foods Market,38,90,216
Earth Fare,32,110,993
Veranda at the Park,29,90,18
Linda Vista Trail,38,90,253
Church's Chicken,32,110,888
India Gate,39,119,1752
Manee Thai Cuisine IN,31,110,1019
Ravello Pizzeria,32,111,776
Smoothie King,39,119,1679
New Boston Style Pizza,38,90,236
18th Century Garden,39,86,279
Derby Lane - St Petersburg Kennel Club,32,110,917
Super Suds,43,116,920
Crossing Vineyards,27,82,42
Schnucks Maplewood,36,86,225
Allstate Insurance: David Tapia,39,119,1422
Wraps and Kabobs,39,119,1492
The Wedding Shoppe,36,86,265
Dwell Electric,34,119,69
Chuze Fitness,32,110,905
Trolley Tap House,32,111,807
The Note Bar,32,111,682
Esposito's Meats,32,110,835
Bed Bath & Beyond,27,82,38
Gemini Chiropractic and Rehab,32,111,689
Little Caesars Pizza,43,116,868
Starview Diner,38,89,147
Family Video,36,86,268
Edible Arrangements,28,82,50
Voodoo Spiritual Temple,28,82,4
Starbucks,28,82,38
Sunoco,43,116,767
The Sparkman House Luxury Bed And Breakfast,35,86,218
Hooters,34,119,149
SB Tree Care,40,74,80
Winter The Dolphin's Beach Club,35,86,190
Guisados Don Roman,40,74,68
1356 Public House,34,119,53
Yen Ching Restaurant,32,111,730
Axehole - Indoor Axe Throwing,40,75,182
Mummers Museum,53,113,618
Pennsylvania Hospital,32,110,1020
Cookies By George,32,111,747
Planned Parenthood - West County Health Center,43,116,855
Lowe's Home Improvement,38,89,150
ABC Fine Wine & Spirits,32,110,884
Sal's Sno-Ball Stand,40,75,14
Foot Fitness,39,85,235
Asian Bistro,40,75,4
Alberta Hotel Bar & Kitchen,29,90,29
Aladdin Pizzeria & Eatery,39,119,1336
Prohibition  Kitchen And Tap,53,113,700
Omni Organics Nail Salon,43,116,861
Meexita,32,110,856
Nashville Coin & Currency,32,110,816
Copper Creek Cookies/ TOP,36,87,123
Bluefin Eagleview,36,86,264
King Market,36,86,283
On Charcoal,32,111,624
Randall's Rubberized Roofing,31,110,873
Jacob's Herb Shop,32,110,871
Walmart,32,110,814
Elite Garage Door Service,53,113,647
French Canvas,34,119,82
The Mushroom Cap,34,119,883
Salon Glam,39,119,1439
Schnell's Restaurant & Bar,34,119,99
Nest,32,110,798
Benefit Brow Bar,39,119,1539
Jiffy Lube,31,110,874
Pizza Pazza,36,86,251
TruGreen Lawn Care,53,113,627
SumitrA Espresso Lounge +,31,110,845
Eagle Cleaners,36,86,273
FastServ Home Services,36,86,250
Crown Liquors,40,75,183
Matika Home Inspections Inc,39,119,1525
Thistletop Inn,32,110,919
Dunedin House of Beer,32,110,880
Bagger Dave's Burger Tavern,43,116,2055
DOGtropolis,34,119,892
A & E Factory Service,32,110,924
Virtual IT Group,39,85,242
Danny Seafood,53,113,725
Liberty Dental Group,32,110,926
Rise Combat Sports,32,111,720
Kirkpatrick Management Company,32,111,803
Subway,39,85,264
Kung Fu Tea,40,75,5
E Nails,39,74,3
Bryn Mawr Hospital,39,120,1522
Santo,38,90,118
Dong's Hardwood Floors,36,87,217
Pottery Barn,32,110,826
Tuesday Morning,39,85,231
Breakfast and Burgers,40,74,3
Santa Barbara Balayage by Kara Richard,34,119,285
J & M Barbershop,32,110,878
Pyramid Self Storage,38,90,279
Fly Boise,28,82,48
ABC Lock & Key,39,75,170
"St Charles Coach House, an Ascend Hotel Collection Member",35,86,240
John Anthony Hair Styling For Men,36,86,255
Off Broadway Shoes,40,74,78
QuikTrip,35,86,205
Revel Kitchen,38,89,129
Ryan's Pub,35,86,159
McDonald's,36,87,212
Pizza Hut,32,110,961
Dunedin Jewelers,31,110,863
Custom Glass,39,75,144
Meineke Car Care Center,32,111,699
Essen Motor Company,53,113,694
Band Box Pizza-n-Pub,32,110,894
Zaffiro,39,119,1528
Fairfield Inn & Suites by Marriott Indianapolis Downtown,32,111,658
La Morena Mexican Grocery Store,39,119,1456
Roadhouse Restaurant,40,75,204
Lance's Rv Center,32,111,672
Anywhere Coffee & Drink,39,86,205
Frame 56,32,110,943
Teresa's Mosaic Cafe,32,111,706
Tucson Dragway,32,110,939
Nickerson Roofing Company,39,120,1825
Sammy's Mexican Grill,32,110,959
El Cactus,40,75,150
Tashiology Skincare,32,110,820
Triumph Krav Maga,29,90,3
Dak's Pizza And Games,32,111,746
Lawrence Foods,36,87,171
Walden Lake Golf & Country Club,27,82,37
Holiday Inn Express & Suites Chalmette - New Orleans S,29,89,0
2 Fat Guys,39,75,81
Crisp Food Truck,43,116,895
Desert Air,39,119,1432
Vicious Vanity Ink,28,82,42
Holiday Inn Express & Suites Nashville-Opryland,36,86,121
Williamson County Parks and Recreation,35,86,193
"Mid-State Air Conditioning, Heating & Plumbing",35,87,258
Lakes of Chateau North,30,90,2
RV Country,39,119,1337
Great Clips,31,110,866
Saint Mary's Medical Group,39,119,1556
Eckert's Country Store & Farms,38,89,151
Intelligent Design Air Conditioning and Heating,32,111,693
Desert Fox Paintball Outfitters,32,110,929
Pleasant View Orchard,39,85,247
Arizona National Golf Club,32,110,831
Beauty and Beasts Salon,32,110,907
The Duke,36,86,119
7-Eleven,39,119,1477
Northampton Valley Country Club,40,74,99
Burger King,39,119,1558
Knowlwood Tennis Club,34,119,86
Lifestyle Spectrum,32,111,703
Irish Italian Isle帽os Parade,29,89,1
Arby's,32,110,957
Sun City Oro Valley,32,110,901
Anamax Park,31,110,881
uBreakiFix,43,116,850
Wetos Locos,43,116,1115
Salisbury Greenhouses & Landscaping,53,113,740
Mi Tierra Restaurant,32,110,955
Byer Lock Shop,39,74,5
Foxfire Restaurant,39,75,147
SPCA of Tennessee,36,86,230
KME Smart Home Systems,39,75,152
The Bungalows At Sky Vista,39,119,1523
Culina Muttart,53,113,625
Bountiful Baskets,39,119,1429
The Carpet & Tile Magicians,32,111,630
Mission Accomplished Tire & Auto,38,89,134
The Farm at Natchez Trace,35,87,206
Taco Bell,35,86,184
Big 5,31,110,848
146 East Salon,40,74,66
Green Lawn Care & Landscape,43,116,851
Carrington Hills,35,86,238
Little Caesars,39,119,1554
Sansum Clinic Foothill Medical & Surgical Center,34,119,71
Chumash Painted Cave State Historic Park,34,119,413
Tucson Mountain Park,32,111,808
Aquaclear,39,119,2647
Ray鈥檚 Boozy Cupcakes Bakery,39,74,59
Perfect Look,43,116,852
My Love Nails,38,89,183
Pools By Design,32,111,708
North Valleys Regional Park,39,119,1533
The Golf Club At Dove Mountain,32,111,806
Nails Golden Valley,39,119,1567
Rick's Heritage Saddlery,39,75,162
A&W Restaurant,32,110,863
DB Pest Solutions,40,74,84
Gyro Cafe And Grill,36,87,128
Canoe Music City,36,87,161
Main Line Nails,40,75,152
CS Automotive,36,86,254
Rainbow Wooden Art,39,119,1904
Toro Canyon Park,34,119,165
Boise Valley Towing,43,116,884
Balm Boyette Scrub Preserve,27,82,44
Rancho San Marcos Golf Course,34,119,252
Tanque Verde Falls Trail,32,110,931
Mt Rose Summit,39,119,1941
Budget Car and Truck Rental,43,116,860
Exceptional Pets,31,110,861
Freak Alley Gallery,43,116,1089
Beautiful Homes Nevada,39,119,1441
Farms at Cool Springs Apartments,35,86,233
We Grow Hair - PAI Medical Group,36,86,234
Mac Expert,34,119,81
Kar Enterprise,32,111,638
Darryl Widman's Television City,34,119,170
Subway,43,116,921
Indy Water Heater and Softener,39,86,285
Coyote Pause Cafe,32,111,802
Tim Hortons,53,113,648
Burger King,40,75,180
The Pet Nanny In Home Pet Sitting,32,110,864
High Level Bridge,53,113,609
China Moon,29,89,8
Sweetwater Preserve,32,111,789
The Wharton Esherick Museum,40,75,192
Comfort Inn Airport,43,116,864
Villa Bugambilias by MC Residential,32,110,823
Montecito Family YMCA,34,119,47
Tributary Whitewater Tours,39,120,1711
Brandywine Valley SPCA,39,75,151
Vivace,32,110,840
Papa Mike's Homemade Jerky,32,110,815
American Legion Post 66,31,110,903
Fat Eyes Web Development,34,119,191
Houghton Meat Market,32,110,859
Saguaro Corners Restaurant & Bar,32,110,930
Danny Douglas Catering,34,119,701
United Veterans Roofing,40,74,108
Limb Walkers Tree Service,38,90,267
Tannenbaum - An Alpine Event Center,39,119,2175
Float Wellness & Massage,53,113,703
Zeta Hair & Day Spa,31,110,884
Wrightstown Country Store,40,74,113
TurfGator,38,89,137
Shilo Inn Suites Hotel Boise Airport,43,116,878
Quality Septic,28,82,51
Cafe Del Rio,39,119,1892
Tucson Adventure Dog Ranch,31,110,926
Saint Leo University,28,82,63
Arizona Eye Consultants,32,111,721
Days Inn by Wyndham Joelton/Nashville,36,86,246
eBoom Electric Bikes,39,86,288
Breakers Water Park,32,111,637
Sterling Limousine & Transportation Services,40,74,102
Discovery Point - Kings Mill,27,82,43
Rodeway Inn Airport,43,116,872
Indy Lakes,39,86,202
Best Western Northwest Lodge,43,116,918
Pantano Christian Church,32,110,876
Substance Diner,32,110,1034
Grille Billy's,35,87,261
Albo Appliance,39,74,6
Madera Veterinary Hospital,32,110,904
Tucson Federal Credit Union,32,111,739
Yeoman Lawn and Landscape,39,119,1527
Rose Canyon Lake,32,110,1734
Quail Hollow Golf Club,43,116,873
Domino's Pizza,31,110,868
Tazah Kabob,43,116,854
Save-On-Foods,53,113,695
Geist Gentle Dentist,39,85,254
Gold Bar Park,53,113,642
Cafe 31,36,86,259
Somersett Golf and Country Club,39,119,1586
Anew Bathtub Repair & Refinishing,39,119,1480
Walgreens,32,110,695
Sonic Drive-In,36,87,178
Center Stage Antiques,39,74,4
Wendy's,32,111,657
E. L. Wiegand Fitness Center,39,119,1399
The Computer Doctor,29,90,26
The Great Canadian Bagel,53,113,718
Riverwalk Marketplace,29,90,20
Walgreens,32,110,967
Saguaro Aquatics,32,111,728
Hoss鈥?Loaded Burger Shop,35,86,176
The Glass Factory,34,119,934
MK3 Electrical,40,75,251
Holmes Farm,40,75,194
Pedro's Cocina Mexicana,36,87,220
Schnucks Dillon,38,90,233
La Carreta del Rorro,32,111,659
Santa Barbara Golf Club,34,119,74
Li's Asian Buffet,36,87,121
Montgomery Automotive,32,110,694
Carmelita's Crazy Cravings,39,119,1559
Antonucci Lawn and Garden,39,119,1475
Leap & Bounce 4 Fun,38,89,139
Vail Heating & Cooling,32,110,1039
Bulldog Mobile Detailing,36,87,243
"Kai D Funke, DDS",39,119,1390
Extended Stay America Nashville - Brentwood,36,86,245
Montecito Peak Hike,34,119,196
Tangerine Falls,34,119,235
Payne Chevrolet,36,86,228
Custom Floor Care,39,119,1561
A Cup Of Organic,28,82,62
Fletcher's Tire & Auto Service,32,111,650
Taco Bell,31,110,853
Winchester Canyon Gun Club,34,119,932
Reno Tow & Transport,39,119,1585
TheOfficeBoss Mail Center,39,119,1489
鈥婼ilent Stay Meditation & Retreat Center,34,119,205
Broke N Bored Grill,34,119,133
Mid Peninsula Seafood,39,119,1437
The Woodhouse Day Spa - Franklin,32,110,916
Elements Restoration,32,111,742
Playground Bar & Lounge,32,111,778
CVS Pharmacy,32,110,947
Glitz Nail Studio,32,111,716
1843 Memorials,36,86,235
Klement Family Dental,39,119,1502
Hing Far Chinese Restaurant,34,119,87
Mellow Massage & Yoga,34,119,148
Outback Steakhouse,53,113,630
Casa De Oro,35,86,195
Billy Wright's Manuel's Style Hot Tamales,39,119,1548
St. Louis Hills Auto Service,30,90,11
French Truck Coffee,32,111,642
Kimpton Hotel Palomar Philadelphia,40,75,210
Ambassador Diamond Jewelers,40,75,198
United Nissan Reno,35,86,175
Victor's Auto Care,32,111,726
uBreakiFix,32,111,801
Faces of Virtue Makeup Studio,28,82,57
Huddle Bar & Grill,35,86,250
Vanity Salon ,39,120,1855
Hertz Rent A Car,32,110,853
South Philadelphia Locksmith,40,74,124
ACME Markets,32,110,1043
Wax Studio,32,111,763
Thistle,32,110,869
VIP Nails,40,74,1
O'harro Furniture Repair,43,116,774
World's Fair Donuts,29,89,15
Gary & Mikes Auto Clinic,38,90,218
Liberty Gas Station,39,120,1818
Somethin'different,28,82,47
Jugo Juice,35,86,162
Town & Country Golf Links,39,75,6
Trouble's End Brewing,38,89,148
Kenner City Park Pavilion,39,75,5
The Sunkissed,27,82,51
Coach Factory Store,34,119,166
Tampa Bay Rum Company,32,110,960
Ghost City Tours,32,111,669
NOLA Flyboarding,39,74,58
"Scott Hall, DDS",53,113,633
Jennifer Lee Photography,32,110,1050
LeBus Bakery Outlet,34,119,129
The Conshy Corner Tavern,40,75,177
Sleep Inn & Suites,36,87,175
Terminal D1,34,119,444
Weak Knee Home Brew Supply,36,87,186
I Heart Nails Salon & Spa,53,113,733
Frank's Servicenter,40,74,0
"Hermanos Hotdogs, Tacos",28,82,59
Jack's Original Barbeque,32,111,780
Jersey Mike's Subs,39,86,201
The Bagel Stand,32,111,792
Deany Boy's Family Steakhouse,36,87,177
St Clair Antique Mall,39,119,1897
"Carsource, Inc.",40,74,117
MamaBuntz Donut Company,40,74,74
Chili Szechuan,32,111,656
US Post Office,39,119,1450
Country Flooring Direct,36,87,170
McDonald's,38,89,133
Red Rock Trail,34,119,299
Anytime Fitness,39,119,1535
Saabs Unlimited,39,119,1542
Holman Florist,35,87,259
Fairmont Macdonald Fitness Centre,53,113,621
Dave's Diner,38,90,286
Daisy Mae's Steakhouse,32,111,761
Shady Acres Cafe,43,116,769
Cardinal Landscaping,32,111,757
Applebee's,38,90,242
Two Guys And A Sponge,32,110,1025
Luma Diamond,39,75,2
Krapf's Coaches,39,75,153
Smith's,39,119,1560
Sage Hill Campground,34,119,287
BMW of Nashville,35,86,241
"Golly G's Coffee, Ice Cream & Sweets",36,87,228
C & L Heating and Air Conditioning,34,119,177
Eyeglass World,39,85,267
Jiffy Food Stores,28,82,61
Mount Lemmon,32,110,2572
Vintage,39,119,1504
SBIFF Riviera Theatre,34,119,145
Santa Barbara Tennis Club,34,119,158
All Service Citgo,42,73,196
The Koto Group,34,119,84
The Tap Room,39,86,281
P&D Flower Farm,39,85,241
Bolita Bakery,32,111,758
1st Choice Pools Building & Design,32,111,809
The Gallery Golf Club,32,111,864
The Yard Sale Store,35,86,170
Tabano Hollow Open Space,34,119,32
Lakeside Specialized Transportation,39,119,1467
E Spa Nails,32,111,765
Oscar's Cooling & Heating,31,110,877
Molipazzo,36,86,266
Sugarland Ranch,39,119,1669
Blue Moon Florist,40,75,173
Arizona Auto Spa,32,111,732
DAN Talent Group,35,86,253
Jen鈥檚 Grooming,39,119,1606
Rawhide Feed & Supply,32,110,969
Idaho Humane Society,43,116,856
"Unscripted Productions, Ltd",40,74,119
TLC Tree Services,34,119,161
The Grey Stone Fine Food and Spirits,40,74,87
CRAIG PRICE INC,39,120,1821
Moontown Brewing Company,39,86,289
Carmel Joy Baird,53,113,619
Comstock Equine Hospital,39,119,1466
Local's Pizzeria,40,75,207
Grease Monkey,32,110,819
Sierra Sage Apartments,39,119,1562
San Ysidro Falls Trail,34,119,128
United Structural Systems,36,87,225
Chinese Dragon,38,89,143
Washoe Lake State Park,39,119,1536
Arizona-Sonora Desert Museum,32,111,858
Simply Living Life-wholsome Foods,35,86,248
Leading Edge Physiotherapy,53,113,620
The Brim Coffee House,43,116,775
Dandy Tree Service,36,86,277
Malta Joe's Baked Goods,32,111,686
WorldMark Rancho Vistoso,32,110,893
Del Lago Golf Club,32,110,990
Life Care Center of Tucson,32,111,707
Korling Construction,34,119,89
Revival Pizza Pub,40,75,189
Oro Valley Pediatrics,32,110,862
Little City Window Cleaning,39,119,1611
Wesley Financial Group,35,86,243
The Sundance Cafe,39,120,1894
Golden Wings,32,111,723
Pollo Tropical,39,119,1584
Healing One,43,116,875
Freshii,34,119,111
Miloki Flow,35,86,161
Sunoco,38,89,187
O2 Easy Vape Lounge,40,74,112
Wyndham Garden Hotel Philadelphia Airport,39,119,1398
Feet First,34,119,108
Mathnasium,34,119,864
La Hacienda,38,89,135
CPR Cell Phone Repair St. Pete,40,75,191
Smokin' Buttz,32,111,662
Best Day Massage,43,116,857
McDonald's,38,90,239
Crescent City Cat Sitters,32,110,882
Sahara Grill,43,116,1148
Ben Bridge Jeweler,40,75,197
McDonald's,40,74,81
Tessani Hair Studio,36,86,124
Deluxe Nails And Spa,32,110,867
Td Bank,43,116,765
ACME Markets,36,86,249
Tim Friday - Magician,38,90,254
Hardcore Trucks,39,119,1510
Silver Maple Pet Center,32,110,2536
Commerce Bank,31,110,825
Adriatic Cafe,38,90,270
Sahuarita Pecan Festival,36,87,134
West County Plastic Surgeons,36,87,234
East Bradford Nail and Day Spa,32,110,1001
The Car Care Center,36,87,190
Watershed Nature Center,38,89,140
Arid Lands Greenhouses,32,111,784
Bloom Photo Booth,32,111,834
The Bluffs Apartments Homes,39,119,1524
Capitol Theatre,53,113,626
Agility Spine and Sports Physical Therapy,32,111,722
Roadrunner Market,31,110,1016
The Lodge,39,119,1804
La Casita De Molina,32,111,777
Canter Hill Farm,40,75,211
Outdoor Adventures,43,116,865
Mission Santa Barbara,34,119,106
Tiny's Saloon & Steakhouse,32,111,787
Guns & Gold Pawn,32,111,622
Franco's Pizza & Steak House,53,113,649
Manhattan Athletic Club,29,90,6
Staples,40,74,76
Lotusland,34,119,159
Brandywine YMCA,40,75,188
Philadelphia Taxi Cab,40,75,2
Horizon Air,43,116,858
Tucson Mountain Stables,32,111,639
Mt Lemmon Oktoberfest,32,110,2340
Anasazi Stone,32,111,628
Devil's Acre Tavern,40,75,178
Aisle 1 Gas Station,39,119,1515
Wells Fargo Bank,39,119,1434
Sierra Sage Golf Course,39,119,1551
Case Park,32,110,844
Sonic Drive-In,36,86,269
Buck Creek Winery,39,85,240
Catalina Inn,32,110,941
All Fur Love Grooming,39,119,1508
Shuckles Corn Maze At Fiddle Dee Farm,36,86,253
Dooleys Wood Works,39,119,1565
The Goddard School,39,119,1516
Cavalier Transportation,31,110,838
Eternity Fine Portraits,32,110,979
Smokin' Barrel BBQ,39,85,249
Krispy Krunchy Chicken,38,90,238
Bargain Moving Company - Nashville,36,86,238
Paratus Training,34,119,914
House of Hounds,43,116,874
Arizona Painting Company,32,111,705
Toast Design Studio,34,119,163
Canine Country Truckee,39,120,1709
Acme Detection,34,119,169
Bellagio Nail Bar,35,86,270
Tay's Brew House,31,110,1022
Tiggeriffic Preschool & Daycare,43,116,894
Harley-Davidson of Tucson,32,111,661
Pack Rat Masters,32,111,790
Ciones Italiano,32,110,1028
Burger King,43,116,914
Sonoran Reserve,32,111,762
Mustang Ranch,39,119,1321
Dutch Way Carpet And Upholstery Cleaners,40,74,116
Natchez Trace Veterinary Services - Franklin,35,86,265
Adams Moving Services,39,75,4
Monkey Business Eatertainment,32,111,648
Saturno Home Inspection,39,120,1931
The Peregrine Fund's World Center for Birds of Prey,43,116,941
Sierra Cafe,39,120,1530
Holly Fleur,39,119,1553
Grace Church,39,119,1482
Rattlesnake Canyon,34,119,178
Pizza Hut,32,111,821
Jude Travel Park of New Orleans,31,110,1072
Belle Beaute,38,90,224
"Aspen Ralph, DO ,PLLC",43,116,2032
Taco Bell,39,85,245
Charlie's Hair and Nail Designs,39,119,1913
Milestones and Memories,34,119,138
Willow Springs Apartments,34,119,110
Hair Cuttery,39,120,1694
West End Synagogue,31,110,994
G's GroPro,39,120,1812
The Computer Geeks,39,85,248
Pasco Dental,34,119,350
Major Wing Lee Grocery Market,35,86,249
Tucson Coin and Autograph,32,110,1035
Canadian Canine Training,53,113,751
Unch's Bar And Grill,38,90,121
All-Pro Carpet & Upholstery Cleaning,32,110,697
Voyager RV Resort,32,110,865
Subway,36,87,131
Peter Piper Pizza,39,119,1537
Pink & White Nails & Serenity Spa,35,86,279
Northview Church Carmel Campus,43,116,980
Raising Cane's Chicken Fingers,38,89,131
American Collectors Insurance,38,90,117
IHOP,35,86,174
Ginza Japanese Restaurant,32,110,936
Independence Auto Sale,43,116,760
The Portico Cafe,36,86,274
BBQ Unlimited,40,74,97
Wax Parlor Skin Studio,34,119,78
Miracle on Chouteau,53,113,729
Enrights Tree Service,38,90,225
Sally Beauty Supply,36,87,222
Downtown Nashville YMCA,39,119,1435
Corporation Bar & Grill,39,119,1883
The Springs,38,90,255
Craig Tolbert Realty,32,111,812
B L Ward & Associates,32,110,913
Soho Sushi Burrito,36,87,202
Golden Impulse,32,111,772
Airplant Alchemy,32,111,634
Martin's Bar-B-Que Joint,39,85,244
The Chair Salon Studio,32,111,632
McDonald's,39,119,1872
Loop Lofts,40,75,185
Liberty Party Rental,34,119,102
Mercy-GoHealth Urgent Care,32,111,743
EFFIZZI African Hair braiding Shop,32,111,782
Taco Bell,35,87,253
Franke Physical Therapy,36,86,282
Keva Juice,43,116,879
Isabel's Bakery,39,85,233
All Pro Painting Company,39,119,1519
Keller's Auto Repair & Service Center,39,74,57
Johnson's Cafe,53,113,613
Casanova's Seafood,29,89,10
Anytime Movers,36,87,189
The Fancy Fig Cafe and Catering,40,74,105
Marina's Harp and Piano Studio,39,119,1446
Santa Barbara Hot Rod Limo,34,119,839
Everybody Loves Raymond's Tree Service,32,110,964
Mountain View Animal Clinic,32,110,998
Santa Barbara Carpet Cleaning,34,119,123
Martinez Custom Painting,32,110,873
First Inspection Services,32,111,862
Korman Residential at Willow Shores,40,75,6
Wings of Shiloh,38,89,197
Royaile Pet Lodge,32,111,882
Miraval Arizona Resort & Spa,32,110,951
Salud Oyster Bar & Grill,32,111,753
The Highlands at Dove Mountain,32,111,836
Wild Burro Trailhead,32,111,857
Casino of the Sun,32,111,779
Gates Pass,32,111,932
White Stallion Ranch,32,111,635
Lucia Kiel Portraits,34,119,312
Ferrellgas,39,119,1587
Crawfords Pest Control,43,116,1718
Camille Beckman,43,116,771
McClintock's Restaurant,32,111,986
Spotted Bull Eatery & Bar,32,110,997
Geiger Lookout,39,119,1675
Jefferson's Restaurant,38,89,130
Disruptive Paintball & Airsoft Field,32,111,615
Hotrods Old Vail,32,110,927
Action Lawn & Landscape,39,119,1530
Integrity Moves Moving Labor,31,110,904
Belleair Country Club,34,119,212
Like New Mobile Dent Repair,32,110,2366
Batteries Plus Bulbs,31,110,1049
El Cerrito Mexican Restaurant Bar & Grill,35,86,157
Big Diamond Importer & Fine Jewelry,32,110,984
Lara's Auto Repair,39,119,1588
Red Hot Tiki Spicy Gourmet Market,34,119,120
